partition,output
0.0016454301792274493,Beulah|WY|82712|44.5436|-104.0745|264
0.0016462852678424688,Lucerne|MO|64655|40.4382|-93.2867|264
0.0016471403564574884,Camden|IL|62319|40.1511|-90.7544|264
0.001647995445072508,Saint Marie|MT|59231|48.4039|-106.5428|264
0.0016488505336875274,Deer Grove|IL|61243|41.6316|-89.6972|264
0.001649705622302547,Harrell|AR|71745|33.5109|-92.3912|264
0.0016505607109175665,Gray|PA|15544|40.1377|-79.0926|264
0.001651415799532586,Rio Frio|TX|78879|29.6495|-99.7165|264
0.0016522708881476055,Almont|ND|58520|46.7046|-101.5221|264
0.001653125976762625,Nulato|AK|99765|65.2264|-151.0251|264
0.0016539810653776446,Palmer|KS|66962|39.6192|-97.1122|264
0.0016548393929646907,Nu Mine|PA|16244|40.8478|-79.4516|265
0.0016556977205517368,Fort Apache|AZ|85926|34.2012|-110.0106|265
0.0016565560481387829,Squire|WV|24884|37.3752|-81.6539|265
0.001657414375725829,Hollytree|AL|35751|34.7955|-86.2743|265
0.001658272703312875,Garden City|AL|35070|34.0058|-86.75|265
0.0016591310308999212,Bison|OK|73720|36.1962|-97.8805|265
0.0016599893584869673,Pike|NY|14130|42.5431|-78.1538|265
0.0016608476860740134,Santa Elena|TX|78591|26.5808|-98.5138|265
0.0016617060136610595,Emeigh|PA|15738|40.6936|-78.7751|265
0.0016625643412481056,Salem|NE|68433|40.062|-95.7273|265
0.0016634226688351517,Willow|NY|12495|42.0849|-74.2407|265
0.0016642809964221978,Port Kent|NY|12975|44.5264|-73.4092|265
0.0016651393240092439,Wisdom|MT|59761|45.6519|-113.4729|265
0.00166599765159629,Fallon|MT|59326|46.7866|-105.1161|265
0.0016668592181553626,Pine Hill|NY|12465|42.1363|-74.4736|266
0.0016677207847144353,Falun|KS|67442|38.6648|-97.7554|266
0.001668582351273508,Leck Kill|PA|17836|40.7101|-76.6271|266
0.0016694439178325806,Hayesville|OH|44838|40.768|-82.25|266
0.0016703054843916533,Glen White|WV|25849|37.7306|-81.2799|266
0.001671167050950726,Alverda|PA|15710|40.6333|-78.8723|266
0.0016720286175097986,Little Lake|MI|49833|46.2797|-87.3311|266
0.0016728901840688713,Amenia|ND|58004|47.0194|-97.2048|266
0.001673751750627944,Miller|NE|68858|40.9422|-99.374|266
0.0016746133171870166,Bessie|OK|73622|35.3854|-98.9896|266
0.0016754748837460893,Dutch John|UT|84023|40.9322|-109.3543|266
0.001676336450305162,Newton Falls|NY|13666|44.2177|-74.9423|266
0.0016771980168642346,Lansing|WV|25862|38.0869|-81.0588|266
0.0016780595834233073,Perley|MN|56574|47.1831|-96.7777|266
0.0016789243889544065,Powhattan|KS|66527|39.7177|-95.6751|267
0.0016797891944855057,Detroit|OR|97342|44.7358|-122.0669|267
0.001680654000016605,Williamsburg|VA|23187|37.3105|-76.7468|85370
0.0016815188055477042,Hitchcock|OK|73744|35.9712|-98.3315|267
0.0016823836110788034,Hondo|NM|88336|33.7397|-105.6294|267
0.0016832484166099026,Enid|OK|73705|36.3382|-97.9026|53026
0.0016841132221410019,Ericson|NE|68637|41.7828|-98.6453|267
0.0016849780276721011,Herbster|WI|54844|46.8213|-91.2332|267
0.0016858428332032003,Gilman|VT|05904|44.414|-71.7179|267
0.0016867076387342996,Lake Powell|UT|84533|37.7489|-110.2269|267
0.0016875724442653988,Valentine|NE|69201|42.8062|-100.6215|4005
0.001688437249796498,Fulton|OH|43321|40.4971|-82.8342|267
0.0016893020553275973,Carrier|OK|73727|36.4922|-98.0422|267
0.0016901668608586965,Gibson Island|MD|21056|39.0751|-76.4324|267
0.0016910349053618223,Gould|OK|73544|34.665|-99.7843|268
0.001691902949864948,Warsaw|MN|55087|44.2485|-93.3949|268
0.001692770994368074,Parkman|WY|82838|44.965|-107.3254|268
0.0016936390388711997,Scarville|IA|50473|43.4673|-93.6423|268
0.0016945070833743255,Lamoille|NV|89828|40.7505|-115.3631|268
0.0016953751278774513,Deer Creek|OK|74636|36.8048|-97.5136|268
0.001696243172380577,Union Furnace|OH|43158|39.4338|-82.3667|268
0.001697111216883703,Galeton|CO|80622|40.5378|-104.4585|268
0.0016979792613868287,Elk Mountain|WY|82324|41.6874|-106.4146|268
0.0016988473058899545,Onemo|VA|23130|37.3985|-76.2941|268
0.0016997153503930803,Cressey|CA|95312|37.4197|-120.6663|268
0.001700583394896206,Glenwood|UT|84730|38.7667|-111.9628|268
0.001701451439399332,Marshall|CA|94940|38.1762|-122.89|268
0.0017023227228744843,Luray|SC|29932|32.7888|-81.1269|269
0.0017031940063496366,Utica|KS|67584|38.6411|-100.138|269
0.001704065289824789,Henderson|IL|61439|41.0276|-90.3575|269
0.0017049365732999414,Hardy|NE|68943|40.0285|-97.9271|269
0.0017058078567750937,Gate|OK|73844|36.8757|-100.0734|269
0.001706679140250246,Clay Center|OH|43408|41.5686|-83.3632|269
0.0017075504237253985,La Madera|NM|87539|36.4654|-106.5785|269
0.0017084217072005508,Du Bois|NE|68345|40.0375|-96.0575|269
0.0017092929906757032,Norris|SC|29667|34.7648|-82.7567|269
0.0017101642741508556,Stanley|IA|50671|42.6356|-91.8127|269
0.001711035557626008,Wevertown|NY|12886|43.6313|-73.9364|269
0.0017119100800731869,Fultonham|NY|12071|42.5923|-74.4381|270
0.0017127846025203658,Low Moor|VA|24457|37.7804|-79.8828|270
0.0017136591249675447,Jacks Creek|TN|38347|35.4782|-88.5019|270
0.0017145336474147237,Organ|NM|88052|32.4259|-106.6136|270
0.0017154081698619026,Alton|KS|67623|39.4514|-98.9539|270
0.0017162826923090816,Hope|NM|88250|32.8156|-104.7299|270
0.0017171572147562605,Lopeno|TX|78564|26.9454|-99.204|270
0.0017180317372034394,Montello|NV|89830|41.0594|-115.5296|270
0.0017189062596506184,Darlington|MO|64438|40.1955|-94.4049|270
0.0017197807820977973,Mc Kittrick|CA|93251|35.3031|-119.6366|270
0.0017206553045449762,Arboles|CO|81121|37.1092|-107.3118|270
0.0017215298269921552,North Miami|OK|74358|36.9136|-94.8817|270
0.0017224075884113607,Princeton|OR|97721|43.0198|-119.0696|271
0.0017232853498305662,Novice|TX|79538|31.9781|-99.6809|271
0.0017241631112497717,Luxor|PA|15662|40.3602|-79.4398|271
0.0017250408726689772,Port William|OH|45164|39.5514|-83.7881|271
0.0017259186340881827,Cleaton|KY|42332|37.2533|-87.0897|271
0.0017267963955073882,Wellesley Island|NY|13640|44.3213|-76.0172|271
0.0017276741569265937,Pingree|ND|58476|47.2038|-99.0144|271
0.0017285519183457992,Climax|NY|12042|42.3708|-73.8625|271
0.0017294296797650047,West Kill|NY|12492|42.2046|-74.362|271
0.0017303074411842102,Milton|IL|62352|39.5508|-90.6443|271
0.0017311852026034157,Utica|MO|64686|39.7417|-93.6289|271
0.0017320629640226212,Whitesboro|OK|74577|34.6843|-94.87|271
0.0017329407254418267,Venango|NE|69168|40.8073|-101.9839|271
0.0017338184868610322,Weott|CA|95571|40.3224|-123.9024|271
0.0017346962482802377,Dawson|ND|58428|46.8296|-99.7635|271
0.00173557724867147,Portage|UT|84331|41.9062|-112.1806|272
0.0017364582490627023,Summerfield|LA|71079|32.9238|-92.8215|272
0.0017373392494539346,Nye|MT|59061|45.441|-109.8271|272
0.0017382202498451669,Mc Intosh|SD|57641|45.7084|-101.1546|295
0.0017391012502363992,Nodaway|IA|50857|40.954|-94.8731|272
0.0017399822506276314,Hovland|MN|55606|47.8342|-90.0476|272
0.0017408632510188637,Ukiah|OR|97880|45.0836|-118.894|272
0.001741744251410096,Hannibal|OH|43931|39.6763|-80.8914|272
0.0017426252518013283,Louvale|GA|31814|32.0766|-84.8497|272
0.0017435062521925606,Catawba|OH|43010|39.9991|-83.6222|272
0.0017443872525837929,Rufus|OR|97050|45.6852|-120.7268|272
0.0017452682529750252,Spiritwood|ND|58481|46.9865|-98.5219|272
0.001746152492338284,Deeth|NV|89823|41.431|-115.3717|273
0.0017470367317015429,Topsfield|ME|04490|45.4304|-67.7473|273
0.0017479209710648017,Elkton|MN|55933|43.6348|-92.7104|273
0.0017488052104280606,Anatone|WA|99401|46.1285|-117.0883|273
0.0017496894497913194,Goodland|FL|34140|26.1433|-81.3891|273
0.0017505736891545783,Haywood|VA|22722|38.4285|-78.2678|273
0.0017514579285178372,Sebastopol|MS|39359|32.5518|-89.3574|273
0.001752342167881096,Hellier|KY|41534|37.2819|-82.4808|273
0.0017532264072443549,Broadbent|OR|97414|42.985|-124.1189|273
0.0017541106466076137,Manchester|VT|05254|43.1772|-73.0458|273
0.0017549948859708726,North Fork|ID|83466|45.4242|-114.0419|273
0.0017558791253341314,Hillsgrove|PA|18619|41.4482|-76.6979|273
0.0017567633646973903,East Charleston|VT|05833|44.8299|-71.9763|273
0.0017576476040606491,Coulter|IA|50431|42.7382|-93.37|273
0.001758531843423908,Emington|IL|60934|40.9692|-88.3589|273
0.0017594160827871669,Fourmile|KY|40939|36.8713|-83.83|273
0.0017603003221504257,Swain|NY|14884|42.4773|-77.889|273
0.0017611878004857111,Sorrento|ME|04677|44.4907|-68.1787|274
0.0017620752788209966,Waterbury|NE|68785|42.4604|-96.7448|274
0.001762962757156282,Butte City|CA|95920|39.4568|-121.9515|274
0.0017638502354915674,Sturdivant|MO|63782|37.071|-90.0092|274
0.0017647377138268528,Osgood|OH|45351|40.3406|-84.4963|274
0.0017656251921621382,Shannon City|IA|50861|40.9366|-94.2501|274
0.0017665126704974237,East Arlington|VT|05252|43.0668|-73.0611|274
0.001767400148832709,Brohman|MI|49312|43.666|-85.7911|274
0.0017682876271679945,Crescent Mills|CA|95934|40.0673|-120.9248|274
0.00176917510550328,Gardner|ND|58036|47.1252|-96.9901|274
0.001770065822810592,Port Elizabeth|NJ|08348|39.3131|-74.9807|275
0.001770956540117904,Knowlesville|NY|14479|43.2363|-78.3138|275
0.001771847257425216,Parthenon|AR|72666|35.9451|-93.2677|275
0.001772737974732528,Gail|TX|79738|32.7523|-101.45|275
0.00177362869203984,Cope|CO|80812|39.6848|-102.9904|275
0.0017745194093471519,Concan|TX|78838|29.5474|-99.7128|275
0.0017754101266544639,Chestnut Mound|TN|38552|36.1929|-85.8374|275
0.0017763008439617759,Hestand|KY|42151|36.6535|-85.5698|275
0.0017771915612690879,Almont|CO|81210|38.82|-106.6603|275
0.0017780822785763999,Old Washington|OH|43768|40.0392|-81.4522|275
0.0017789729958837118,Bartlett|NE|68622|41.8697|-98.5567|275
0.0017798637131910238,Rowan|IA|50470|42.7596|-93.557|275
0.0017807544304983358,Buck Hill Falls|PA|18323|41.0338|-75.308|275
0.0017816483867776744,Waverly|FL|33877|27.9769|-81.6144|276
0.001782542343057013,Brownville Junction|ME|04415|45.3512|-69.0581|276
0.0017834362993363515,Foxhome|MN|56543|46.2584|-96.3176|276
0.00178433025561569,Chama|CO|81126|37.3267|-105.4505|276
0.0017852242118950286,Pie Town|NM|87827|34.3243|-108.3682|276
0.0017861181681743672,Grays River|WA|98621|46.3535|-123.5888|276
0.0017870121244537057,Mammoth|WV|25132|38.2583|-81.3509|276
0.0017879060807330443,Fields Landing|CA|95537|40.7268|-124.2174|276
0.0017888000370123829,Hooven|OH|45033|39.1773|-84.7627|276
0.0017896939932917214,Protivin|IA|52163|43.217|-92.0927|276
0.00179058794957106,Davis|SD|57021|43.2864|-96.9792|276
0.001791485144822425,Oak Hill|NY|12460|42.4069|-74.1528|277
0.0017923823400737902,Red Cliff|CO|81649|39.4584|-106.3851|277
0.0017932795353251554,Sarita|TX|78385|27.1496|-97.8576|277
0.0017941767305765205,Chichester|NY|12416|42.095|-74.2717|277
0.0017950739258278856,Ephraim|WI|54211|45.1592|-87.171|277
0.0017959711210792507,Welch|TX|79377|32.9298|-102.1278|277
0.0017968683163306159,Vest|KY|41772|37.4073|-83.0153|277
0.001797765511581981,South Carrollton|KY|42374|37.3536|-87.1658|277
0.0017986627068333461,South Montrose|PA|18843|41.8237|-75.8831|277
0.0017995599020847112,Benton|CA|93512|37.8926|-118.5647|277
0.0018004570973360764,Claryville|NY|12725|41.9657|-74.5293|277
0.0018013542925874415,Webster|IA|52355|41.4364|-92.1765|277
0.0018022514878388066,Husser|LA|70442|30.692|-90.339|277
0.0018031486830901717,Huslia|AK|99746|65.6899|-156.292|277
0.0018040458783415369,Cook Springs|AL|35052|33.5895|-86.3923|277
0.001804943073592902,Aurora|CO|80045|39.7467|-104.8384|389246
0.0018058435078162937,Sage|AR|72573|36.0688|-91.791|278
0.0018067439420396854,Osage|WY|82723|43.999|-104.4226|278
0.001807644376263077,Venice|LA|70091|29.2659|-89.3761|278
0.0018085448104864688,Pungoteague|VA|23422|37.6162|-75.7915|278
0.0018094452447098605,Milledgeville|TN|38359|35.3672|-88.3881|278
0.0018103456789332522,Converse|SC|29329|35.0017|-81.833|278
0.0018112461131566439,Ferdinand|ID|83526|46.1349|-116.3982|278
0.0018121465473800356,Farmington|WA|99128|47.0847|-117.0763|321
0.0018130469816034272,South Gibson|PA|18842|41.8203|-75.8046|278
0.001813947415826819,Kansas City|MO|64166|39.3294|-94.5199|545147
0.0018148478500502106,Chemult|OR|97731|43.146|-121.7974|278
0.0018157482842736023,Clayville|RI|02815|41.7778|-71.6706|278
0.001816648718496994,Cannon Afb|NM|88103|34.3841|-103.3154|278
0.0018175491527203857,Java|SD|57452|45.4492|-99.822|278
0.001818452825915804,Totz|KY|40870|36.933|-83.1617|279
0.0018193564991112222,Pomona|IL|62975|37.6501|-89.3693|279
0.0018202601723066405,West Chester|IA|52359|41.3585|-91.8075|279
0.0018211638455020588,Vanduser|MO|63784|36.9912|-89.6885|279
0.001822067518697477,Ayrshire|IA|50515|43.037|-94.8478|279
0.0018229711918928953,Fork|MD|21051|39.4731|-76.4484|279
0.0018238748650883136,Beltrami|MN|56517|47.5721|-96.4549|279
0.0018247785382837318,Columbus|ND|58727|48.8434|-102.798|279
0.00182568221147915,Clam Gulch|AK|99568|60.2016|-151.4226|279
0.0018265858846745683,Gile|WI|54525|46.3957|-90.1911|279
0.0018274895578699866,Pyatt|AR|72672|36.2486|-92.8416|279
0.0018283964700374314,Garland City|AR|71839|33.3352|-93.7316|280
0.0018293033822048763,Montreat|NC|28757|35.6415|-82.3156|280
0.001830210294372321,Granville|VT|05747|43.9849|-72.8245|280
0.001831117206539766,Steeles Tavern|VA|24476|37.9705|-79.2233|280
0.0018320241187072108,White Oak|WV|25989|37.6843|-81.0489|280
0.0018329310308746556,Nightmute|AK|99690|60.3147|-163.1189|280
0.0018338379430421004,Morrisonville|WI|53571|43.2773|-89.3564|280
0.0018347448552095452,Monument Valley|UT|84536|37.0614|-110.4273|1454
0.00183565176737699,Evansville|AR|72729|35.7823|-94.4638|280
0.001836558679544435,Westport|CA|95488|39.6843|-123.7686|280
0.0018374655917118797,Cropsey|IL|61731|40.603|-88.4943|280
0.0018383757428513511,Comstock|TX|78837|29.7484|-101.2628|281
0.0018392858939908225,Ellenton|GA|31747|31.1788|-83.5889|281
0.001840196045130294,Paris|VA|20130|39.0048|-77.9546|281
0.0018411061962697653,Southfields|NY|10975|41.248|-74.1762|281
0.0018420163474092367,Esopus|NY|12429|41.8162|-73.9926|281
0.0018429264985487081,Snowville|UT|84336|41.966|-112.7269|281
0.0018438366496881795,Powersite|MO|65731|36.6578|-93.1243|281
0.001844746800827651,Stonewall|NC|28583|35.1371|-76.7406|281
0.0018456569519671223,Abbyville|KS|67510|37.9626|-98.2071|281
0.0018465671031065937,Sidney|TX|76474|31.932|-98.768|281
0.0018474804932180919,Dana|IL|61321|40.9547|-88.9628|282
0.00184839388332959,Findley Lake|NY|14736|42.1204|-79.7349|282
0.0018493072734410883,Norwich|ND|58768|48.2491|-100.9712|282
0.0018502206635525864,Ellisburg|NY|13636|43.7434|-76.1165|282
0.0018511340536640846,Trail|MN|56684|47.7478|-95.7607|282
0.0018520474437755828,Ikes Fork|WV|24845|37.6033|-81.54|282
0.001852960833887081,Cedar Point|IL|61316|41.2617|-89.1237|282
0.0018538742239985792,Glennville|CA|93226|35.7377|-118.7169|282
0.0018547876141100773,Kiahsville|WV|25534|38.1321|-82.4183|282
0.0018557010042215755,Latah|WA|99018|47.2999|-117.1395|282
0.0018566143943330737,Mary D|PA|17952|40.7473|-76.0628|282
0.001857527784444572,Oelrichs|SD|57763|43.1551|-103.2162|282
0.00185844117455607,Rico|CO|81332|37.6905|-108.0324|282
0.0018593545646675683,Archer|IA|51231|43.1179|-95.7417|282
0.0018602679547790664,Packwaukee|WI|53953|43.7644|-89.4576|282
0.0018611813448905646,Blackstone|IL|61313|41.0719|-88.6498|282
0.0018620947350020628,Mineral Springs|PA|16855|40.9891|-78.4224|282
0.001863008125113561,Pritchett|CO|81064|37.2723|-102.9145|282
0.0018639215152250592,Lower Kalskag|AK|99626|61.5138|-160.36|282
0.0018648349053365574,Thayer|IA|50254|41.0029|-94.0686|282
0.001865751534420082,Gabbs|NV|89409|38.8802|-117.8686|283
0.0018666681635036069,Buffalo Gap|SD|57722|43.4958|-103.3157|283
0.0018675847925871316,Schulter|OK|74460|35.5132|-95.9583|283
0.0018685014216706564,Millsboro|PA|15348|39.9883|-79.9961|283
0.001869418050754181,Winfall|NC|27985|36.2193|-76.4667|283
0.0018703346798377059,Lamar|OK|74850|35.0836|-96.1142|283
0.0018712513089212306,Ramona|KS|67475|38.5777|-97.0759|283
0.0018721679380047554,Forest River|ND|58233|48.2251|-97.4605|283
0.00187308456708828,Hood|CA|95639|38.3702|-121.5143|283
0.0018740011961718049,Haydenville|OH|43127|39.4766|-82.3281|283
0.0018749178252553296,Lulu|FL|32061|30.0754|-82.5385|283
0.0018758344543388544,Elmer|MO|63538|39.9415|-92.6424|283
0.001876751083422379,Dover Afb|DE|19902|39.1253|-75.4818|283
0.0018776677125059039,Buena Vista|NM|87712|36.0083|-105.0239|283
0.0018785843415894286,Sumpter|OR|97877|44.7926|-118.3394|283
0.0018795009706729534,Woodland|IL|60974|40.7151|-87.7307|283
0.001880417599756478,Chacon|NM|87713|36.1388|-105.3854|283
0.0018813342288400029,Clemons|IA|50051|42.09|-93.1688|283
0.0018822508579235276,Church View|VA|23032|37.675|-76.6629|283
0.0018831674870070524,Keene|ND|58847|47.9405|-102.8906|283
0.0018840873550626037,Millington|TN|38054|35.3341|-89.8706|28216
0.001885007223118155,Foster City|MI|49834|45.9438|-87.7584|284
0.0018859270911737063,Manlius|IL|61338|41.4555|-89.6697|284
0.0018868469592292576,Neapolis|OH|43547|41.492|-83.8706|284
0.001887766827284809,Bingham|IL|62011|39.1128|-89.2125|284
0.0018886866953403603,Royal|IL|61871|40.1924|-87.9742|284
0.0018896065633959116,Pompeys Pillar|MT|59064|45.9838|-107.9154|284
0.001890526431451463,Beacon|IA|52534|41.272|-92.6819|284
0.0018914495384790408,Sargeant|MN|55973|43.809|-92.7595|285
0.0018923726455066187,Center Junction|IA|52212|42.0926|-91.067|285
0.0018932957525341966,Centenary|SC|29519|34.027|-79.3537|285
0.0018942188595617744,Barnes City|IA|50027|41.4883|-92.4703|285
0.0018951419665893523,West Chatham|MA|02669|41.6987|-70.0049|285
0.0018960650736169302,Bellwood|AL|36313|31.1501|-85.8137|285
0.001896988180644508,Goldfield|NV|89013|37.8344|-117.2694|285
0.001897911287672086,Centennial|WY|82055|41.3391|-105.9945|285
0.0018988343946996639,Bellefontaine|MS|39737|33.649|-89.3342|285
0.0018997575017272417,Empire|OH|43926|40.5092|-80.6241|285
0.0019006806087548196,Grass Valley|OR|97029|45.3013|-120.7478|285
0.0019016037157823975,Tehuacana|TX|76686|31.7504|-96.5416|285
0.0019025268228099754,Chester|IA|52134|43.473|-92.4155|285
0.0019034499298375533,Isabella|OK|73747|36.2341|-98.3374|285
0.0019043730368651312,Ormsby|MN|56162|43.8616|-94.6873|285
0.0019052993828647356,Alder|MT|59710|45.1939|-112.0568|286
0.00190622572886434,Clarington|PA|15828|41.3233|-79.1466|286
0.0019071520748639445,Prospect|NY|13435|43.3052|-75.1502|286
0.001908078420863549,Battiest|OK|74722|34.4246|-94.947|286
0.0019090047668631534,Bloomington|MD|21523|39.4861|-79.083|286
0.001909931112862758,Masonic Home|KY|40041|38.2536|-85.6622|286
0.0019108574588623623,Bendena|KS|66008|39.7174|-95.1765|286
0.0019117870438339934,Bremen|KS|66412|39.8775|-96.7458|287
0.0019127166288056244,Bruno|NE|68014|41.2718|-96.9646|287
0.0019136462137772554,Sieper|LA|71472|31.1976|-92.7858|287
0.0019145757987488864,Shelly|MN|56581|47.4554|-96.7838|287
0.0019155053837205175,Meridian|NY|13113|43.0891|-76.6217|287
0.0019164349686921485,James City|PA|16734|41.6192|-78.8394|287
0.0019173645536637795,Piney View|WV|25906|37.8376|-81.1286|287
0.0019182941386354105,Sherwood|MD|21665|38.7374|-76.3278|287
0.0019192237236070415,Virginia Beach|VA|23461|36.7754|-75.9633|437994
0.0019201565475506991,Weskan|KS|67762|38.8649|-101.9512|288
0.0019210893714943567,Estillfork|AL|35745|34.913|-86.1716|288
0.0019220221954380143,Gerlach|NV|89412|40.6525|-119.3565|288
0.001922955019381672,Potsdam|OH|45361|39.9635|-84.4145|288
0.0019238878433253295,Hostetter|PA|15638|40.2611|-79.1431|288
0.001924820667268987,Goldsmith|TX|79741|31.9541|-102.625|288
0.0019257534912126447,Petty|TX|75470|33.6098|-95.7891|288
0.0019266863151563023,Oxly|MO|63955|36.5874|-90.692|288
0.0019276223780719864,Alexandria|NE|68303|40.2614|-97.4039|289
0.0019285584409876706,Mcdaniel|MD|21647|38.8192|-76.2806|289
0.0019294945039033547,Saint Xavier|MT|59075|45.3985|-107.8893|289
0.0019304305668190389,Jeff|KY|41751|37.2184|-83.1427|289
0.001931366629734723,Vernon|IN|47282|38.9825|-85.6166|289
0.0019323026926504072,Kathryn|ND|58049|46.7177|-97.9763|289
0.0019332387555660913,Schnellville|IN|47580|38.3414|-86.7565|289
0.0019341748184817755,Kim|CO|81049|37.3328|-103.3736|289
0.0019351108813974597,Goodell|IA|50439|42.9383|-93.5824|289
0.0019360469443131438,Sentinel Butte|ND|58654|46.8305|-103.8001|289
0.001936983007228828,San Perlita|TX|78590|26.4555|-97.5858|289
0.0019379190701445121,Stovall|NC|27582|36.4424|-78.5571|289
0.0019388551330601963,Fort Littleton|PA|17223|40.078|-77.9532|289
0.0019397911959758804,Sondheimer|LA|71276|32.5756|-91.1496|289
