asset_classes,products,maturity_buckets,business_units,pd_bucket,legal_entities,transaction_id,exposure,RWA,reporting_date
Securities firms,Other investments,2 years ≤ residual maturity < 5 years,Personal Banking,0.00 to < 0.15,iBank CIB,transaction_574785,302.3261744998229,97.92969493883831,2020-04-30
Corporates,Loans,5 years ≤ residual maturity < 10 years,Commercial & Business Banking,0.15 to < 0.25,iBank Finance Ltd,transaction_809485,783.9613604944958,161.24050754606762,2020-04-30
Regulatory retail portfolios,Debt securities,> 10 years,Wholesale Banking,0.25 to < 0.50,iBank filial,transaction_471742,889.0219235612215,476.0791965114514,2020-04-30
Sovereigns and their central banks,Other investments,>1y,Asset & Wealth Management,0.50 to < 0.75,iBank CIB,transaction_932782,111.36554476658263,26.944476745946545,2020-04-30
Non-central government public sector entities,Loans,1 year ≤ residual maturity < 2 years,Personal Banking,0.75 to < 2.50,iBank Finance Ltd,transaction_150191,453.55846838115775,91.27539169539865,2020-04-30
Multilateral development banks,Debt securities,2 years ≤ residual maturity < 5 years,Commercial & Business Banking,2.50 to < 10.00,iBank filial,transaction_618658,755.8212159482133,153.85638723868732,2020-04-30
Banks,Other investments,5 years ≤ residual maturity < 10 years,Wholesale Banking,10.00 to < 100,iBank CIB,transaction_498558,81.37473200037492,14.066061298721968,2020-04-30
Securities firms,Loans,> 10 years,Asset & Wealth Management,100 default,iBank Finance Ltd,transaction_081812,687.4657000794367,489.89381510717607,2020-04-30
Corporates,Debt securities,>1y,Personal Banking,0.00 to < 0.15,iBank filial,transaction_880412,256.8164485694098,53.44713905024845,2020-04-30
Regulatory retail portfolios,Other investments,1 year ≤ residual maturity < 2 years,Commercial & Business Banking,0.15 to < 0.25,iBank CIB,transaction_486259,274.1793976239415,152.5085040180063,2020-04-30
Sovereigns and their central banks,Loans,2 years ≤ residual maturity < 5 years,Wholesale Banking,0.25 to < 0.50,iBank Finance Ltd,transaction_824472,84.2647357198995,14.640659412648809,2020-04-30
Non-central government public sector entities,Debt securities,5 years ≤ residual maturity < 10 years,Asset & Wealth Management,0.50 to < 0.75,iBank filial,transaction_806488,275.39758510149534,117.94915197167194,2020-04-30
Multilateral development banks,Other investments,> 10 years,Personal Banking,0.75 to < 2.50,iBank CIB,transaction_201056,682.1881420717859,241.98546999535384,2020-04-30
Banks,Loans,>1y,Commercial & Business Banking,2.50 to < 10.00,iBank Finance Ltd,transaction_187114,766.6587144019283,374.3670363223051,2020-04-30
Securities firms,Debt securities,1 year ≤ residual maturity < 2 years,Wholesale Banking,10.00 to < 100,iBank filial,transaction_221107,48.398870486971056,29.95470871340575,2020-04-30
Corporates,Other investments,2 years ≤ residual maturity < 5 years,Asset & Wealth Management,100 default,iBank CIB,transaction_119958,1089.3165874105753,526.7791734297103,2020-04-30
Regulatory retail portfolios,Loans,5 years ≤ residual maturity < 10 years,Personal Banking,0.00 to < 0.15,iBank Finance Ltd,transaction_325179,158.7306439220692,76.09530026343752,2020-04-30
Sovereigns and their central banks,Debt securities,> 10 years,Commercial & Business Banking,0.15 to < 0.25,iBank filial,transaction_896560,138.44021336056028,29.3810836512151,2020-04-30
Non-central government public sector entities,Other investments,>1y,Wholesale Banking,0.25 to < 0.50,iBank CIB,transaction_590378,677.4649792417443,380.5995849173952,2020-04-30
Multilateral development banks,Loans,1 year ≤ residual maturity < 2 years,Asset & Wealth Management,0.50 to < 0.75,iBank Finance Ltd,transaction_810759,189.78605534341537,81.36842609355105,2020-04-30
Banks,Debt securities,2 years ≤ residual maturity < 5 years,Personal Banking,0.75 to < 2.50,iBank filial,transaction_698715,400.9678676716647,84.41475046523585,2020-04-30
Securities firms,Other investments,5 years ≤ residual maturity < 10 years,Commercial & Business Banking,2.50 to < 10.00,iBank CIB,transaction_930412,374.7784675820976,123.52810389224025,2020-04-30
Corporates,Loans,> 10 years,Wholesale Banking,10.00 to < 100,iBank Finance Ltd,transaction_794661,202.0152184815537,113.23923980137234,2020-04-30
Regulatory retail portfolios,Debt securities,>1y,Asset & Wealth Management,100 default,iBank filial,transaction_214604,916.602095272831,411.8885024884825,2020-04-30
Sovereigns and their central banks,Other investments,1 year ≤ residual maturity < 2 years,Personal Banking,0.00 to < 0.15,iBank CIB,transaction_512179,533.1470455061032,301.18620780263825,2020-04-30
Non-central government public sector entities,Loans,2 years ≤ residual maturity < 5 years,Commercial & Business Banking,0.15 to < 0.25,iBank Finance Ltd,transaction_763746,801.7684953652315,322.39715104432025,2020-04-30
Multilateral development banks,Debt securities,5 years ≤ residual maturity < 10 years,Wholesale Banking,0.25 to < 0.50,iBank filial,transaction_793259,390.5471577208885,206.84783592605308,2020-04-30
Banks,Other investments,> 10 years,Asset & Wealth Management,0.50 to < 0.75,iBank CIB,transaction_576979,105.27459921864656,51.832743797699926,2020-04-30
Securities firms,Loans,>1y,Personal Banking,0.75 to < 2.50,iBank Finance Ltd,transaction_942923,525.8156412001554,98.97701830237756,2020-04-30
Corporates,Debt securities,1 year ≤ residual maturity < 2 years,Commercial & Business Banking,2.50 to < 10.00,iBank filial,transaction_226575,754.7325148271143,240.75830919503431,2020-04-30
Regulatory retail portfolios,Other investments,2 years ≤ residual maturity < 5 years,Wholesale Banking,10.00 to < 100,iBank CIB,transaction_092120,839.4053656273198,385.45597144155465,2020-04-30
Sovereigns and their central banks,Loans,5 years ≤ residual maturity < 10 years,Asset & Wealth Management,100 default,iBank Finance Ltd,transaction_918525,646.6822459801472,118.3933749756355,2020-04-30
Non-central government public sector entities,Debt securities,> 10 years,Personal Banking,0.00 to < 0.15,iBank filial,transaction_944371,1248.675416918096,173.4998659224146,2020-04-30
Multilateral development banks,Other investments,>1y,Commercial & Business Banking,0.15 to < 0.25,iBank CIB,transaction_002021,274.5990651206805,68.13739892381768,2020-04-30
Banks,Loans,1 year ≤ residual maturity < 2 years,Wholesale Banking,0.25 to < 0.50,iBank Finance Ltd,transaction_696329,538.6823637004316,164.98535803106233,2020-04-30
Securities firms,Debt securities,2 years ≤ residual maturity < 5 years,Asset & Wealth Management,0.50 to < 0.75,iBank filial,transaction_303134,691.2199967964983,146.89010745433987,2020-04-30
Corporates,Other investments,5 years ≤ residual maturity < 10 years,Personal Banking,0.75 to < 2.50,iBank CIB,transaction_698925,201.66106758605324,213.43889337341403,2020-04-30
Regulatory retail portfolios,Loans,> 10 years,Commercial & Business Banking,2.50 to < 10.00,iBank Finance Ltd,transaction_884225,624.358441974494,159.4768142390183,2020-04-30
Sovereigns and their central banks,Debt securities,>1y,Wholesale Banking,10.00 to < 100,iBank filial,transaction_244836,1169.3849934038597,463.69098438025577,2020-04-30
Non-central government public sector entities,Other investments,1 year ≤ residual maturity < 2 years,Asset & Wealth Management,100 default,iBank CIB,transaction_675750,311.4269989802055,211.89984949796377,2020-04-30
Multilateral development banks,Loans,2 years ≤ residual maturity < 5 years,Personal Banking,0.00 to < 0.15,iBank Finance Ltd,transaction_233825,1034.9759043850872,116.87348264356662,2020-04-30
Banks,Debt securities,5 years ≤ residual maturity < 10 years,Commercial & Business Banking,0.15 to < 0.25,iBank filial,transaction_289690,14.807965048024293,13.62934600512476,2020-04-30
Securities firms,Other investments,> 10 years,Wholesale Banking,0.25 to < 0.50,iBank CIB,transaction_570233,881.1385170421303,449.49233813522176,2020-04-30
Corporates,Loans,>1y,Asset & Wealth Management,0.50 to < 0.75,iBank Finance Ltd,transaction_722670,681.8507586423563,312.9814556946786,2020-04-30
Regulatory retail portfolios,Debt securities,1 year ≤ residual maturity < 2 years,Personal Banking,0.75 to < 2.50,iBank filial,transaction_168302,403.3614483386038,198.06589318368657,2020-04-30
Sovereigns and their central banks,Other investments,2 years ≤ residual maturity < 5 years,Commercial & Business Banking,2.50 to < 10.00,iBank CIB,transaction_952577,342.6764262036218,134.3092326152568,2020-04-30
Non-central government public sector entities,Loans,5 years ≤ residual maturity < 10 years,Wholesale Banking,10.00 to < 100,iBank Finance Ltd,transaction_237190,456.39874558506585,314.81672548215226,2020-04-30
Multilateral development banks,Debt securities,> 10 years,Asset & Wealth Management,100 default,iBank filial,transaction_827149,1027.1459958973,474.28977509437215,2020-04-30
Banks,Other investments,>1y,Personal Banking,0.00 to < 0.15,iBank CIB,transaction_669642,730.3901704501434,425.09853593654793,2020-04-30
Securities firms,Loans,1 year ≤ residual maturity < 2 years,Commercial & Business Banking,0.15 to < 0.25,iBank Finance Ltd,transaction_838687,206.54087050627848,140.4241623971971,2020-04-30
Corporates,Debt securities,2 years ≤ residual maturity < 5 years,Wholesale Banking,0.25 to < 0.50,iBank filial,transaction_480212,24.723668105740792,19.577336377716,2020-04-30
Regulatory retail portfolios,Other investments,5 years ≤ residual maturity < 10 years,Asset & Wealth Management,0.50 to < 0.75,iBank CIB,transaction_142289,785.4292929847215,123.12021732616118,2020-04-30
Sovereigns and their central banks,Loans,> 10 years,Personal Banking,0.75 to < 2.50,iBank Finance Ltd,transaction_857408,237.9111079841401,110.36043511781584,2020-04-30
Non-central government public sector entities,Debt securities,>1y,Commercial & Business Banking,2.50 to < 10.00,iBank filial,transaction_013879,243.23532734783353,67.12260740345809,2020-04-30
Multilateral development banks,Other investments,1 year ≤ residual maturity < 2 years,Wholesale Banking,10.00 to < 100,iBank CIB,transaction_420371,785.0795757486597,185.11825552040943,2020-04-30
Banks,Loans,2 years ≤ residual maturity < 5 years,Asset & Wealth Management,100 default,iBank Finance Ltd,transaction_278718,840.4811989678816,145.15029050933452,2020-04-30
Securities firms,Debt securities,5 years ≤ residual maturity < 10 years,Personal Banking,0.00 to < 0.15,iBank filial,transaction_797736,198.6870727178916,97.37189437964267,2020-04-30
Corporates,Other investments,> 10 years,Commercial & Business Banking,0.15 to < 0.25,iBank CIB,transaction_479042,824.7965997127354,224.3181702395399,2020-04-30
Regulatory retail portfolios,Loans,>1y,Wholesale Banking,0.25 to < 0.50,iBank Finance Ltd,transaction_167712,554.113541578374,88.1734802924113,2020-04-30
Sovereigns and their central banks,Debt securities,1 year ≤ residual maturity < 2 years,Asset & Wealth Management,0.50 to < 0.75,iBank filial,transaction_460045,18.73850922510302,11.207350054066287,2020-04-30
Non-central government public sector entities,Other investments,2 years ≤ residual maturity < 5 years,Personal Banking,0.75 to < 2.50,iBank CIB,transaction_885216,831.8529235891652,185.40639636240303,2020-04-30
Multilateral development banks,Loans,5 years ≤ residual maturity < 10 years,Commercial & Business Banking,2.50 to < 10.00,iBank Finance Ltd,transaction_449669,24.232235286305034,7.511124355746601,2020-04-30
Banks,Debt securities,> 10 years,Wholesale Banking,10.00 to < 100,iBank filial,transaction_666513,528.0131351968829,275.4008821992289,2020-04-30
Securities firms,Other investments,>1y,Asset & Wealth Management,100 default,iBank CIB,transaction_298879,287.90874960458126,91.23151420234971,2020-04-30
Corporates,Loans,1 year ≤ residual maturity < 2 years,Personal Banking,0.00 to < 0.15,iBank Finance Ltd,transaction_587840,702.1889615727,249.53065737976473,2020-04-30
Regulatory retail portfolios,Debt securities,2 years ≤ residual maturity < 5 years,Commercial & Business Banking,0.15 to < 0.25,iBank filial,transaction_723575,514.9875574002674,261.08868727339876,2020-04-30
Sovereigns and their central banks,Other investments,5 years ≤ residual maturity < 10 years,Wholesale Banking,0.25 to < 0.50,iBank CIB,transaction_492091,858.5289824156906,192.63185945204538,2020-04-30
Non-central government public sector entities,Loans,> 10 years,Asset & Wealth Management,0.50 to < 0.75,iBank Finance Ltd,transaction_613393,634.4856853207634,235.54632018360272,2020-04-30
Multilateral development banks,Debt securities,>1y,Personal Banking,0.75 to < 2.50,iBank filial,transaction_608458,624.6377564474202,309.597752110599,2020-04-30
Banks,Other investments,1 year ≤ residual maturity < 2 years,Commercial & Business Banking,2.50 to < 10.00,iBank CIB,transaction_957820,952.7045934211246,429.41246885791486,2020-04-30
Securities firms,Loans,2 years ≤ residual maturity < 5 years,Wholesale Banking,10.00 to < 100,iBank Finance Ltd,transaction_472135,142.250878301251,34.95235412810682,2020-04-30
Corporates,Debt securities,5 years ≤ residual maturity < 10 years,Asset & Wealth Management,100 default,iBank filial,transaction_530710,566.0093109720784,107.51059311896573,2020-04-30
Regulatory retail portfolios,Other investments,> 10 years,Personal Banking,0.00 to < 0.15,iBank CIB,transaction_694714,808.9970801581972,232.56190330718255,2020-04-30
Sovereigns and their central banks,Loans,>1y,Commercial & Business Banking,0.15 to < 0.25,iBank Finance Ltd,transaction_924022,880.0225811867259,444.72339409067195,2020-04-30
Non-central government public sector entities,Debt securities,1 year ≤ residual maturity < 2 years,Wholesale Banking,0.25 to < 0.50,iBank filial,transaction_840306,180.1842907221317,38.51073924522794,2020-04-30
Multilateral development banks,Other investments,2 years ≤ residual maturity < 5 years,Asset & Wealth Management,0.50 to < 0.75,iBank CIB,transaction_601948,555.6005939005082,175.35909957871982,2020-04-30
Banks,Loans,5 years ≤ residual maturity < 10 years,Personal Banking,0.75 to < 2.50,iBank Finance Ltd,transaction_576436,346.74557037136555,105.22287640065814,2020-04-30
Securities firms,Debt securities,> 10 years,Commercial & Business Banking,2.50 to < 10.00,iBank filial,transaction_246482,127.27962252615227,79.94647395568256,2020-04-30
Corporates,Other investments,>1y,Wholesale Banking,10.00 to < 100,iBank CIB,transaction_253123,909.4433553263809,243.93891225837197,2020-04-30
